year,region,state,unit_name,unit_type,visitors,pop,gas_price
2015,SE,TN,Stones River National Battlefield,National Battlefield,264925,6600299,2.45
2006,IM,AZ,Sunset Crater Volcano National Monument,National Monument,221406,6029141,2.59
2007,IM,AZ,Sunset Crater Volcano National Monument,National Monument,231855,6167681,2.8
2008,IM,AZ,Sunset Crater Volcano National Monument,National Monument,209399,6280362,3.27
2009,IM,AZ,Sunset Crater Volcano National Monument,National Monument,187397,6343154,2.35
2010,IM,AZ,Sunset Crater Volcano National Monument,National Monument,158819,6411999,2.79
2011,IM,AZ,Sunset Crater Volcano National Monument,National Monument,185265,6472867,3.53
2012,IM,AZ,Sunset Crater Volcano National Monument,National Monument,177793,6556236,3.64
2013,IM,AZ,Sunset Crater Volcano National Monument,National Monument,184864,6634997,3.53
2014,IM,AZ,Sunset Crater Volcano National Monument,National Monument,176723,6731484,3.37
2015,IM,AZ,Sunset Crater Volcano National Monument,National Monument,182203,6828065,2.45
2006,MW,KS,Tallgrass Prairie National Preserve,National Preserve,27260,2762931,2.59
2007,MW,KS,Tallgrass Prairie National Preserve,National Preserve,23000,2783785,2.8
2008,MW,KS,Tallgrass Prairie National Preserve,National Preserve,20075,2808076,3.27
2009,MW,KS,Tallgrass Prairie National Preserve,National Preserve,23713,2832704,2.35
2010,MW,KS,Tallgrass Prairie National Preserve,National Preserve,22047,2858949,2.79
2011,MW,KS,Tallgrass Prairie National Preserve,National Preserve,17893,2869965,3.53
2012,MW,KS,Tallgrass Prairie National Preserve,National Preserve,18918,2885966,3.64
2013,MW,KS,Tallgrass Prairie National Preserve,National Preserve,16128,2895801,3.53
2014,MW,KS,Tallgrass Prairie National Preserve,National Preserve,17776,2904021,3.37
2015,MW,KS,Tallgrass Prairie National Preserve,National Preserve,29558,2911641,2.45
2006,NE,PA,Thaddeus Kosciuszko National Memorial,National Memorial,3990,12510809,2.59
2007,NE,PA,Thaddeus Kosciuszko National Memorial,National Memorial,4633,12563937,2.8
2008,NE,PA,Thaddeus Kosciuszko National Memorial,National Memorial,3918,12612285,3.27
2009,NE,PA,Thaddeus Kosciuszko National Memorial,National Memorial,3357,12666858,2.35
2010,NE,PA,Thaddeus Kosciuszko National Memorial,National Memorial,2888,12711077,2.79
2011,NE,PA,Thaddeus Kosciuszko National Memorial,National Memorial,1949,12743995,3.53
2012,NE,PA,Thaddeus Kosciuszko National Memorial,National Memorial,2045,12770043,3.64
2013,NE,PA,Thaddeus Kosciuszko National Memorial,National Memorial,1682,12781296,3.53
2014,NE,PA,Thaddeus Kosciuszko National Memorial,National Memorial,1475,12787209,3.37
2015,NE,PA,Thaddeus Kosciuszko National Memorial,National Memorial,1261,12802503,2.45
2006,NE,NY,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,10713,19104631,2.59
2007,NE,NY,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,13098,19132335,2.8
2008,NE,NY,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,18590,19212436,3.27
2009,NE,NY,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,14390,19307066,2.35
2010,NE,NY,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,15029,19400867,2.79
2011,NE,NY,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,6537,19521745,3.53
2012,NE,NY,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,17930,19607140,3.64
2013,NE,NY,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,18676,19695680,3.53
2014,NE,NY,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,21065,19746227,3.37
2015,NE,NY,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,6685,19795791,2.45
2006,NE,NY,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,13218,19104631,2.59
2007,NE,NY,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,14147,19132335,2.8
2008,NE,NY,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,834,19212436,3.27
2009,NE,NY,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,11735,19307066,2.35
2010,NE,NY,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,17491,19400867,2.79
2011,NE,NY,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,17107,19521745,3.53
2012,NE,NY,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,18875,19607140,3.64
2013,NE,NY,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,19198,19695680,3.53
2014,NE,NY,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,22025,19746227,3.37
2015,NE,NY,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,24896,19795791,2.45
2006,NC,DC,Theodore Roosevelt Island,National Memorial,103324,570681,2.59
2007,NC,DC,Theodore Roosevelt Island,National Memorial,109894,574404,2.8
2008,NC,DC,Theodore Roosevelt Island,National Memorial,109156,580236,3.27
2009,NC,DC,Theodore Roosevelt Island,National Memorial,141559,592228,2.35
2010,NC,DC,Theodore Roosevelt Island,National Memorial,116035,605210,2.79
2011,NC,DC,Theodore Roosevelt Island,National Memorial,137690,620427,3.53
2012,NC,DC,Theodore Roosevelt Island,National Memorial,149754,635040,3.64
2013,NC,DC,Theodore Roosevelt Island,National Memorial,162599,649111,3.53
2014,NC,DC,Theodore Roosevelt Island,National Memorial,146500,658893,3.37
2015,NC,DC,Theodore Roosevelt Island,National Memorial,159740,672228,2.45
2006,MW,ND,Theodore Roosevelt National Park,National Park,435359,649422,2.59
2007,MW,ND,Theodore Roosevelt National Park,National Park,456588,652822,2.8
2008,MW,ND,Theodore Roosevelt National Park,National Park,516804,657569,3.27
2009,MW,ND,Theodore Roosevelt National Park,National Park,586928,664968,2.35
2010,MW,ND,Theodore Roosevelt National Park,National Park,623748,674345,2.79
2011,MW,ND,Theodore Roosevelt National Park,National Park,563407,685242,3.53
2012,MW,ND,Theodore Roosevelt National Park,National Park,640555,701705,3.64
2013,MW,ND,Theodore Roosevelt National Park,National Park,545090,723857,3.53
2014,MW,ND,Theodore Roosevelt National Park,National Park,559580,739482,3.37
2015,MW,ND,Theodore Roosevelt National Park,National Park,580033,756927,2.45
2006,NE,NJ,Thomas Edison National Historical Park,National Historic Site,8753,8661679,2.59
2007,NE,NJ,Thomas Edison National Historical Park,National Historic Site,9342,8677885,2.8
2008,NE,NJ,Thomas Edison National Historical Park,National Historic Site,8027,8711090,3.27
2009,NE,NJ,Thomas Edison National Historical Park,National Historic Site,27061,8755602,2.35
2010,NE,NJ,Thomas Edison National Historical Park,National Historic Site,63009,8803580,2.79
2011,NE,NJ,Thomas Edison National Historical Park,National Historic Site,55284,8842614,3.53
2012,NE,NJ,Thomas Edison National Historical Park,National Historic Site,52554,8876000,3.64
2013,NE,NJ,Thomas Edison National Historical Park,National Historic Site,46677,8911502,3.53
2014,NE,NJ,Thomas Edison National Historical Park,National Historic Site,51344,8938175,3.37
2015,NE,NJ,Thomas Edison National Historical Park,National Historic Site,56317,8958013,2.45
2006,NC,DC,Thomas Jefferson Memorial,National Memorial,2219255,570681,2.59
2007,NC,DC,Thomas Jefferson Memorial,National Memorial,2327254,574404,2.8
2008,NC,DC,Thomas Jefferson Memorial,National Memorial,2363263,580236,3.27
2009,NC,DC,Thomas Jefferson Memorial,National Memorial,2337868,592228,2.35
2010,NC,DC,Thomas Jefferson Memorial,National Memorial,2305856,605210,2.79
2011,NC,DC,Thomas Jefferson Memorial,National Memorial,1945696,620427,3.53
2012,NC,DC,Thomas Jefferson Memorial,National Memorial,2613131,635040,3.64
2013,NC,DC,Thomas Jefferson Memorial,National Memorial,2609463,649111,3.53
2014,NC,DC,Thomas Jefferson Memorial,National Memorial,2708607,658893,3.37
2015,NC,DC,Thomas Jefferson Memorial,National Memorial,3102442,672228,2.45
2006,NE,MD,Thomas Stone National Historic Site,National Historic Site,5019,5627367,2.59
2007,NE,MD,Thomas Stone National Historic Site,National Historic Site,4886,5653408,2.8
2008,NE,MD,Thomas Stone National Historic Site,National Historic Site,5720,5684965,3.27
2009,NE,MD,Thomas Stone National Historic Site,National Historic Site,6268,5730388,2.35
2010,NE,MD,Thomas Stone National Historic Site,National Historic Site,6004,5788101,2.79
2011,NE,MD,Thomas Stone National Historic Site,National Historic Site,6351,5843833,3.53
2012,NE,MD,Thomas Stone National Historic Site,National Historic Site,6426,5891819,3.64
2013,NE,MD,Thomas Stone National Historic Site,National Historic Site,6013,5938737,3.53
2014,NE,MD,Thomas Stone National Historic Site,National Historic Site,5843,5976407,3.37
2015,NE,MD,Thomas Stone National Historic Site,National Historic Site,5772,6006401,2.45
2006,IM,UT,Timpanogos Cave National Monument,National Monument,110840,2525507,2.59
2007,IM,UT,Timpanogos Cave National Monument,National Monument,114737,2597746,2.8
2008,IM,UT,Timpanogos Cave National Monument,National Monument,123682,2663029,3.27
2009,IM,UT,Timpanogos Cave National Monument,National Monument,138571,2723421,2.35
2010,IM,UT,Timpanogos Cave National Monument,National Monument,120241,2774346,2.79
2011,IM,UT,Timpanogos Cave National Monument,National Monument,96965,2815324,3.53
2012,IM,UT,Timpanogos Cave National Monument,National Monument,118764,2855194,3.64
2013,IM,UT,Timpanogos Cave National Monument,National Monument,91269,2902787,3.53
2014,IM,UT,Timpanogos Cave National Monument,National Monument,95679,2942902,3.37
2015,IM,UT,Timpanogos Cave National Monument,National Monument,104023,2995919,2.45
2006,SE,FL,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,1011989,18166990,2.59
2007,SE,FL,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,999833,18367842,2.8
2008,SE,FL,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,1038888,18527305,3.27
2009,SE,FL,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,1195171,18652644,2.35
2010,SE,FL,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,993948,18852220,2.79
2011,SE,FL,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,1028922,19107900,3.53
2012,SE,FL,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,1076310,19355257,3.64
2013,SE,FL,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,1031667,19600311,3.53
2014,SE,FL,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,1121318,19893297,3.37
2015,SE,FL,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,1239423,20271272,2.45
2006,IM,AZ,Tonto National Monument,National Monument,63733,6029141,2.59
2007,IM,AZ,Tonto National Monument,National Monument,56174,6167681,2.8
2008,IM,AZ,Tonto National Monument,National Monument,63553,6280362,3.27
2009,IM,AZ,Tonto National Monument,National Monument,60534,6343154,2.35
2010,IM,AZ,Tonto National Monument,National Monument,60497,6411999,2.79
2011,IM,AZ,Tonto National Monument,National Monument,53426,6472867,3.53
2012,IM,AZ,Tonto National Monument,National Monument,51881,6556236,3.64
2013,IM,AZ,Tonto National Monument,National Monument,39632,6634997,3.53
2014,IM,AZ,Tonto National Monument,National Monument,36360,6731484,3.37
2015,IM,AZ,Tonto National Monument,National Monument,37523,6828065,2.45
