Animal,Day,Status,ECConc,PgConc,CORTConc,LogPg,LogEC,LogCORT
Diamantia03,9,Single,72.306,3.01,2.121085797,1.1019400787607843,4.28090711327331,0.7519281259666807
Diamantia03,10,Single,74.892,2.22,1.900546177,0.7975071958841882,4.316047075739906,0.6421413064421788
Diamantia03,14,Single,123.702,2.937,1.906013917,1.077388652216483,4.817875447416486,0.6450141068842619
Diamantia03,16,Single,158.162,2.006,1.330222222,0.6961426895397437,5.063619824204766,0.2853460124871766
Diamantia03,20,Single,69.078,2.47,2.268758984,0.9042181506398859,4.235236300919582,0.8192329789129907
Diamantia03,26,Single,171.776,2.818,1.884540117,1.0360274134764884,5.1461913024691075,0.6336838213732373
Diamantia03,28,Single,160.573,1.561,0.454891304,0.445326641533295,5.078748667827305,-0.7876967808781916
Diamantia03,30,Single,22.877,1.081,0.606140351,0.0778865386570712,3.1301320390336462,-0.5006437174182664
Diamantia03,32,Single,114.024,2.378,3.833679525,0.8662597982685901,4.73640895255273,1.3438250534928788
Diamantia03,33,Single,168.234,6.009,8.684710539,1.793258345351791,5.125355867420404,2.1615640702948173
Diamantia03,37,Single,112.924,1.5,2.20148368,0.4054651081081644,4.726715026066435,0.7891315330587809
Diamantia03,40,Single,91.084,1.669,0.762222222,0.5122246446796981,4.511782157666419,-0.27151713588997073
Diamantia03,41,Single,94.208,2.831,4.44505814,1.0406300061297626,4.545505103666357,1.4917929487453443
Diamantia03,44,Single,84.982,1.341,0.826896887,0.29341560429954144,4.4424394693591225,-0.19007527492430235
Diamantia03,45,Single,138.225,3.308,8.050095602,1.196343777161445,4.928882792223996,2.0856839673847976
Diamantia03,46,Single,124.787,1.333,1.517830609,0.28743204119657156,4.826608283842937,0.4172820844729587
Diamantia03,47,Single,87.097,1.233,0.897329377,0.20945022418220732,4.467022440096506,-0.10833228588494671
Diamantia03,48,Single,126.448,1.095,0.615859031,0.09075436326846412,4.839831156462619,-0.4847371874170291
Diamantia03,51,Single,70.806,1.469,0.225441176,0.3845818971917403,4.259943742871666,-1.4896960143797944
Diamantia03,53,Single,112.331,0.788,2.055073171,-0.2382571891242579,4.721449869955168,0.7203114536403419
Diamantia03,56,Single,66.207,1.203,1.248149928,0.18481843699254188,4.192786197534132,0.22166239734703544
Diamantia03,59,Single,303.194,1.803,6.062804575,0.5894519442211802,5.714372864654208,1.8021724941769144
Diamantia03,65,Single,119.88,2.623,0.544855145,0.9643187008847367,4.786491242448462,-0.6072353086378726
Diamantia04,2,NotPreg,68.792,17.18,0.493602362,2.8437459165561094,4.231087459108595,-0.7060250211511927
Diamantia04,3,NotPreg,60.045,59.477,0.798165592,4.085589683198238,4.0950942811126465,-0.22543919428736567
Diamantia04,6,NotPreg,26.185,31.69,0.847032419,3.4560011737028296,3.265186727731451,-0.16601630997400732
Diamantia04,8,NotPreg,109.709,61.83,0.629767103,4.124388683570477,4.697831405848473,-0.462405205722011
Diamantia04,9,NotPreg,195.478,28.383,0.752555831,3.345790374390417,5.275447841123914,-0.28428009109141283
Diamantia04,10,NotPreg,99.63,101.809,1.854545455,4.623098508853009,4.601463324056765,0.6176396282968982
Diamantia04,12,NotPreg,55.667,84.574,0.968126888,4.437626890771863,4.01938751175467,-0.03239211765151107
Diamantia04,13,NotPreg,141.278,110.039,0.689189189,4.700834848410574,4.950729580470058,-0.3722394607543537
Diamantia04,14,NotPreg,109.848,65.1,0.823109244,4.175924549214524,4.69909759201945,-0.1946663483534452
Diamantia04,15,NotPreg,177.974,218.798,NA,5.388148929738224,5.181637472207471,NA
Diamantia04,16,NotPreg,91.026,62.395,1.383974359,4.133485143959818,4.511145179994011,0.3249593302897517
Diamantia04,20,NotPreg,133.871,75.273,1.061959288,4.3211215047687315,4.896876649703424,0.06011558686836134
Diamantia04,21,NotPreg,108.177,72.62,NA,4.28524036598619,4.6837687745002405,NA
Diamantia04,22,NotPreg,83.575,64.332,1.462993337,4.164057174633401,4.425744432306162,0.3804845676872197
Diamantia04,23,NotPreg,133.438,104,NA,4.6443908991413725,4.893636950488523,NA
Diamantia04,26,NotPreg,71.492,29.705,1.539855072,3.3913153818077046,4.269585555328132,0.43168830290609034
Diamantia04,27,NotPreg,120.366,80.226,1.691619097,4.384847651860583,4.790537100968006,0.5256861158643668
Diamantia04,28,NotPreg,80.682,73.797,1.887442573,4.301318080373672,4.390515502069788,0.6352227767775338
Diamantia04,29,NotPreg,198.392,89.176,1.637610619,4.4906119450873225,5.29024487145715,0.4932382398334153
Diamantia04,30,NotPreg,231.156,136.183,NA,4.913999569478789,5.443092807268021,NA
Diamantia04,33,NotPreg,90.85,8.48,0.546490336,2.1377104498038118,4.50920979484218,-0.6042386549619709
Diamantia04,35,NotPreg,98.46,87.014,1.220533587,4.466069025248653,4.589650374330055,0.1992881295218055
Diamantia04,36,NotPreg,54.781,75.531,0.524053785,4.3245431680099875,4.003343418505846,-0.6461609567987695
Diamantia04,37,NotPreg,54.508,2.425,2.079603673,0.8858315243894465,3.9983474798875744,0.7321773337309032
Diamantia04,38,NotPreg,60.221,1.383,0.353198242,0.32425505268262117,4.0980211286945245,-1.0407257876146625
Diamantia04,40,NotPreg,91.572,1.165,1.791558116,0.15272108701766393,4.517125548095496,0.583085697091581
Diamantia04,41,NotPreg,58.259,1.69,0.586853989,0.5247285289349821,4.064898586948688,-0.5329792311514463
Diamantia04,43,NotPreg,87.178,3.747,NA,1.3209555198115503,4.467952005505573,NA
Diamantia04,44,NotPreg,70.345,1.596,NA,0.4675004990276171,4.253411707829176,NA
Diamantia04,47,NotPreg,83.264,3.15,2.076641604,1.1474024528375417,4.4220162828900405,0.7307519753585854
Diamantia04,48,NotPreg,98.309,3.795,0.601652893,1.3336844108475931,4.588115579421901,-0.5080745896660788
Diamantia04,49,NotPreg,118.875,16.086,1.636291103,2.7779493284818773,4.778072520865554,0.492432158170926
Diamantia04,52,NotPreg,53.528,26.831,1.232603406,3.289557935453731,3.9802048814805158,0.20912852280683172
Diamantia04,54,NotPreg,78.215,2.457,0.66955774,0.8989410935390421,4.359461445013734,-0.4011378741043911
Freesia14,1,WithFemales,38.409,0.407,2.103648998,-0.8989420935395421,3.6482918071321517,0.7436734549128236
Freesia14,3,WithFemales,44.673,0.589,1.645666834,-0.5293290953305504,3.799369292276178,0.4981456722897939
Freesia14,12,WithFemales,49.03,0.374,6.046621345,-0.9834994815676051,3.892432355663142,1.799499660676568
Freesia14,16,WithFemales,62.233,1.483,4.012633785,0.3940670631557951,4.130885405678828,1.389447829956375
Freesia14,17,WithFemales,47.598,0.657,7.408199851,-0.4200712604975265,3.862790743547921,2.002587474706768
Freesia14,18,WithFemales,49.319,0.68,0.324360214,-0.3856624808119846,3.8983094023403853,-1.1259006091452386
Freesia14,21,WithFemales,139.272,3.032,17.41706401,1.1092224677801252,4.936428855556417,2.8574504158878677
Freesia14,22,WithFemales,43.871,0.524,0.367367858,-0.6462635946610948,3.7812535095387987,-1.0013915950580903
Freesia14,24,WithFemales,41.465,0.311,1.982418214,-1.1679623668029029,3.724849697903167,0.6843174197036402
Freesia14,26,WithFemales,45.1,0.771,1.241585792,-0.26006690541880756,3.8088822465086327,0.2163894270823731
Freesia14,34,WithFemales,44.532,0.39,1.855313992,-0.941608539858445,3.7962080318664606,0.6180539496597279
Freesia14,36,WithFemales,48.161,0.398,1.750113144,-0.9213032736976993,3.8745495649045956,0.5596804395597471
Freesia14,52,WithFemales,57.043,0.64,5.7827626,-0.4462871026284195,4.043805369393396,1.7548815269760243
Freesia14,54,WithFemales,92.229,0.956,0.690278774,-0.044997365930735805,4.524274614729778,-0.37065974269519775
Freesia14,60,WithFemales,75.171,0.465,0.822294702,-0.7657178733947807,4.319765518280351,-0.19565642993009247
Freesia14,64,WithFemales,80.636,0.868,2.030072336,-0.14156356432178688,4.389945199918177,0.7080714259163748
Hannah02,1,PregLost,NA,64.435,NA,4.165656963740354,NA,NA
Hannah02,2,PregLost,NA,35.209,NA,3.561301731741208,NA,NA
Hannah02,5,PregLost,NA,36.209,NA,3.5893077067157275,NA,NA
Hannah02,6,PregLost,NA,20.058,NA,2.9986280766660167,NA,NA
Hannah02,7,PregLost,NA,15.613,NA,2.748103900559383,NA,NA
Hannah02,8,PregLost,NA,23.443,NA,3.154571942867381,NA,NA
Hannah02,9,PregLost,NA,17.523,NA,2.863514303726282,NA,NA
Hannah02,12,PregLost,NA,52.595,NA,3.9626210581912376,NA,NA
Hannah02,13,PregLost,NA,54.059,NA,3.9900760427119883,NA,NA
Hannah02,19,PregLost,NA,24.418,NA,3.195320565246664,NA,NA
Hannah02,20,PregLost,NA,66.005,NA,4.1897304967327225,NA,NA
Hannah02,21,PregLost,NA,67.22,NA,4.20797082229696,NA,NA
Hannah02,22,PregLost,NA,3.82,NA,1.3402504226184837,NA,NA
Hannah02,23,PregLost,NA,21.758,NA,3.079981505998891,NA,NA
Hannah02,28,PregLost,NA,9.929,NA,2.2954597680514572,NA,NA
Hannah02,29,PregLost,NA,36.976,NA,3.6102690535320248,NA,NA
Hannah02,30,PregLost,NA,27.578,NA,3.317018353419549,NA,NA
Hannah02,33,PregLost,NA,22.659,NA,3.1205571239994208,NA,NA
Hannah02,34,PregLost,NA,27.021,NA,3.2966143414697155,NA,NA
Hannah02,35,PregLost,NA,35.422,NA,3.5673330960344405,NA,NA
Hannah02,37,PregLost,NA,12.314,NA,2.510736826489018,NA,NA
Hannah02,51,PregLost,NA,15.774,NA,2.758363014975799,NA,NA
Hannah02,58,PregLost,NA,10.238,NA,2.3261062880353913,NA,NA
Hannah02,63,PregLost,NA,12.383,NA,2.5163245642329612,NA,NA
Hannah03,1,PregLost,66.839,17.563,0.59379616,2.8657944164395985,4.202286742514137,-0.521219183497234
Hannah03,2,PregLost,104.38,54.925,2.42540146,4.005968618270674,4.6480380862152675,0.885997061202936
Hannah03,3,PregLost,79.726,21.63,0.599104478,3.0740812399649675,4.3785957559344215,-0.5123192753750411
Hannah03,4,PregLost,61.95,27.792,1.278739003,3.324748209498749,4.126327608075152,0.24587443844222415
Hannah03,7,PregLost,120.565,9.25,4.434332834,2.224623551524334,4.792189026583668,1.4893771724274736
Hannah03,8,PregLost,112.647,6.325,10.19589041,1.8445100346135839,4.724259035365183,2.321984738123426
Hannah03,9,PregLost,122.847,52.283,0.787607656,3.956671270430243,4.810939678644594,-0.23875521159402086
Hannah03,10,PregLost,81.511,36.899,0.453578529,3.6081844504082596,4.400737980464431,-0.7905868623449995
Hannah03,14,PregLost,112.671,45.061,1.414599609,3.8080171273898915,4.724472067613744,0.34684652921649073
Hannah03,15,PregLost,86.529,31.405,0.810690316,3.446967115906344,4.4604796178663255,-0.2098691522923356
Hannah03,16,PregLost,80.446,21.681,0.912475248,3.076436300968954,4.3875861518791135,-0.09159431937284498
Hannah03,17,PregLost,96.285,8.437,7.097067449,2.1326267951834894,4.567312543431851,1.9596816633725611
Hannah03,22,PregLost,95.279,6.248,8.286692759,1.8322614125373848,4.5568094296099355,2.1146509461222895
Hannah03,28,PregLost,99.639,48.938,0.64626506,3.8905541908124928,4.601553654213549,-0.4365455497559763
Hannah03,32,PregLost,122.249,59.254,0.9,4.081833288285029,4.806059948362425,-0.10536051565782628
Hannah03,35,PregLost,79.99,31.826,0.980908652,3.460283565787992,4.3819016268607305,-0.019275940979771203
Hannah03,38,PregLost,103.323,37.799,0.407946027,3.6322826472491467,4.637860003810749,-0.8966204000933471
Hannah03,39,PregLost,98.539,30.336,0.684051724,3.412335126072611,4.590452408901141,-0.3797217443355848
Hannah03,42,PregLost,72.86,19.823,0.756605641,2.9868428797080737,4.288539791580417,-0.2789131110880307
Hannah03,44,PregLost,91.282,42.846,1.786140089,3.7576122917950276,4.513953615918519,0.5800569166682976
Hannah03,46,PregLost,730.965,40.707,0.341755577,3.7064000678319253,6.59436557898655,-1.0736594845646323
Hannah03,49,PregLost,148.18,26.702,2.6129611170000002,3.284738468967903,4.998427750988511,0.9604841058307434
Hannah03,51,PregLost,110.586,41.064,0.654505814,3.715131825258002,4.705793498797541,-0.423874810554754
Hannah03,56,PregLost,76.483,29.918,0.257392996,3.3984603059522693,4.337068493915251,-1.3571511947575357
Hannah03,60,PregLost,80.331,14.125,0.659444985,2.6479462770325046,4.386155598757559,-0.41635672956136033
Hannah03,63,PregLost,105.219,21.203,1.894805195,3.0541426811004135,4.656043892360901,0.6391160337778663
Hannah03,65,PregLost,147.095,24.028,3.935450517,3.179219816987915,4.991078636547037,1.3700253650236711
Hope14,2,WithFemales,48.287,0.738,2.225661113,-0.30381145438166457,3.8771623732921423,0.8000540009221965
Hope14,5,WithFemales,54.26,0.947,8.039315897,-0.054456185796058855,3.9937873072307855,2.0843439921329225
Hope14,7,WithFemales,50.359,0.45,15.43859508,-0.7985076962177716,3.9191773519496045,2.736870548228607
Hope14,9,WithFemales,34.867,0.238,0.984027828,-1.4354846053106625,3.5515408231464596,-0.016101101841964213
Hope14,12,WithFemales,34.566,0.293,2.513675654,-1.2275826699650698,3.542870539978301,0.9217460859338882
Hope14,14,WithFemales,52.953,0.379,1.371407235,-0.9702190738997107,3.9694047276662516,0.3158373914849532
Hope14,16,WithFemales,65.664,0.468,5.049370322,-0.7592869830644903,4.1845508301082495,1.6192635468001133
Hope14,19,WithFemales,45.453,0.279,3.564686865,-1.2765434971607714,3.816678825045808,1.2710762141038319
Hope14,21,WithFemales,24.811,0.188,1.330300649,-1.6713133161521878,3.211287103219525,0.2854049685674852
Hope14,23,WithFemales,39.566,0.694,3.230317384,-0.36528331847533263,3.6779701636059006,1.1725803937075494
Hope14,26,WithFemales,77.939,1.602,9.81084238,0.4712528486461675,4.355926469445907,2.2834881394115927
Hope14,28,WithFemales,41.741,0.17,1.390812264,-1.7719568419318752,3.731483859196282,0.32988793905919706
Hope14,30,WithFemales,53.656,0.237,2.801971412,-1.439695137847006,3.982593298797436,1.030323245150419
Hope14,33,WithFemales,55.924,0.293,7.47526249,-1.2275826699650698,4.023993626125578,2.0115992343792715
Hope14,35,WithFemales,57.612,0.547,1.746427757,-0.6033064765601558,4.053730879336803,0.5575724199660453
Hope14,37,WithFemales,38.27,0.251,1.589172238,-1.3823023398503531,3.644666299437611,0.46321327563884274
Hope14,40,WithFemales,42.16,0.209,0.287779768,-1.565421027017326,3.741471904233107,-1.2455597858185714
Hope14,42,WithFemales,40.333,0.434,3.969220686,-0.8347107448817322,3.6971699924316708,1.3785697746739163
Hope14,44,WithFemales,29.799,0.514,4.83607486,-0.6655320135269719,3.3944748359013284,1.5761034123680548
Hope14,47,WithFemales,67.03,0.525,8.175237518,-0.6443570163905132,4.205140280369866,2.101109770550855
Hope14,49,WithFemales,38.193,0.478,3.996835188,-0.7381445464906811,3.642652252747618,1.3855028449536007
Hope14,51,WithFemales,35.65,0.233,1.036179591,-1.4567168254164364,3.573749146860305,0.03554047919994972
Hope14,54,WithFemales,58.037,0.313,1.158046453,-1.1615520884419839,4.0610807381893945,0.14673449319941953
Hope14,56,WithFemales,26.081,0.192,1.26770698,-1.6502599069543555,3.261207079881639,0.2372097409819366
Hope14,58,WithFemales,46.788,0.243,4.73057955,-1.4146938356415886,3.8456267597884604,1.5540477214251533
Hope14,61,WithFemales,56.298,0.479,2.079944545,-0.7360546815712219,4.030659010535968,0.732341232300122
Hope14,63,WithFemales,75.214,0.68,6.293296388,-0.3856624808119846,4.320337383841037,1.8394850014811657
Hope14,65,WithFemales,42.603,0.463,3.183306583,-0.770028224895903,3.751924673330986,1.1579204625431483
Ibera02,3,Single,NA,1.603,NA,0.47187687362741587,NA,NA
Ibera02,4,Single,NA,1.617,NA,0.48057258059496977,NA,NA
Ibera02,5,Single,NA,3.548,NA,1.266384064447333,NA,NA
Ibera02,6,Single,NA,0.879,NA,-0.12897038129696006,NA,NA
Ibera02,7,Single,NA,0.919,NA,-0.08446915662644996,NA,NA
Ibera02,10,Single,NA,2.025,NA,0.7055697005585024,NA,NA
Ibera02,12,Single,NA,1.917,NA,0.6507614640635074,NA,NA
Ibera02,13,Single,NA,1.22,NA,0.19885085874516517,NA,NA
Ibera02,14,Single,NA,0.821,NA,-0.1972321695297089,NA,NA
Ibera02,17,Single,NA,1.461,NA,0.37912113276856246,NA,NA
Ibera02,19,Single,NA,1.383,NA,0.32425505268262117,NA,NA
Ibera02,20,Single,NA,1.733,NA,0.5498540107334691,NA,NA
Ibera02,21,Single,NA,1.397,NA,0.3343270802748248,NA,NA
Ibera02,24,Single,NA,1.806,NA,0.5911144549947938,NA,NA
Ibera02,25,Single,NA,1.691,NA,0.5253200699164433,NA,NA
Ibera02,26,Single,NA,1.726,NA,0.5458065926612362,NA,NA
Ibera02,28,Single,NA,2.084,NA,0.7342891238911206,NA,NA
Ibera02,31,Single,NA,2.427,NA,0.8866559267444644,NA,NA
Ibera02,32,Single,NA,2.415,NA,0.881699287104536,NA,NA
Ibera02,35,Single,NA,2.89,NA,1.0612565021243408,NA,NA
Ibera02,39,Single,NA,1.295,NA,0.258510695151501,NA,NA
Ibera02,40,Single,NA,2.012,NA,0.6991292522374928,NA,NA
Ibera02,41,Single,NA,2.188,NA,0.7829878845597349,NA,NA
Ibera02,45,Single,NA,1.563,NA,0.44660705143933954,NA,NA
Ibera02,46,Single,NA,2.138,NA,0.7598708126028534,NA,NA
Ibera02,49,Single,NA,2.218,NA,0.7966058889281753,NA,NA
Ibera02,52,Single,NA,2.408,NA,0.8787965274465745,NA,NA
Ibera02,53,Single,NA,2.126,NA,0.7542422799197561,NA,NA
Ibera02,54,Single,NA,1.499,NA,0.4047982191204607,NA,NA
Ibera02,55,Single,NA,1.521,NA,0.4193680132771557,NA,NA
Ibera02,56,Single,NA,2.402,NA,0.8763017236577919,NA,NA
Ibera02,60,Single,NA,0.894,NA,-0.11204950380862289,NA,NA
Ibera02,63,Single,NA,2.547,NA,0.93491619599732,NA,NA
Ibera10,1,NotPreg,NA,8.188,3.757337673,2.1026696677990433,NA,1.3237106409134078
Ibera10,4,NotPreg,NA,34.089,2.033483361,3.5289747516039816,NA,0.7097502638876039
Ibera10,5,NotPreg,NA,10.256,2.1746035,2.327862900178314,NA,0.7768463490716175
Ibera10,6,NotPreg,NA,10.791,0.356219451,2.3787124533815964,NA,-1.032208302655101
Ibera10,7,NotPreg,NA,13.912,0.420135122,2.632751777051982,NA,-0.8671789003975798
Ibera10,8,NotPreg,NA,13.361,0.375381617,2.592340015606757,NA,-0.9798121251283812
Ibera10,9,NotPreg,NA,13.062,0.99593191700000006,2.5697072514804655,NA,-0.004076380159648514
Ibera10,10,NotPreg,NA,15.904,0.322886251,2.766570649914218,NA,-1.130455181870502
Ibera10,12,NotPreg,NA,40.978,2.96281364,3.7130353373250076,NA,1.086139370899606
Ibera10,13,NotPreg,NA,20.282,1.001168246,3.0097337931898047,NA,0.001167564131650039
Ibera10,14,NotPreg,NA,23.082,1.115123682,3.1390530929982132,NA,0.10896532432083504
Ibera10,15,NotPreg,NA,11.842,0.645311365,2.4716525341095843,NA,-0.438022342232004
Ibera10,18,NotPreg,NA,36.295,0.481049689,3.591679990736804,NA,-0.7317847106775149
Ibera10,19,NotPreg,NA,38.786,1.619629161,3.658059356774049,NA,0.4821972100767583
Ibera10,20,NotPreg,NA,49.33,1.29182421,3.8985324152456466,NA,0.25605533573184097
Ibera10,21,NotPreg,NA,38.352,1.692684268,3.6468066776920285,NA,0.5263155931424311
Ibera10,22,NotPreg,NA,20.945,1.015749021,3.0418999543989984,NA,0.015626292065397018
Ibera10,23,NotPreg,NA,23.688,1.87803782,3.16496859079929,NA,0.6302275190284499
Ibera10,24,NotPreg,NA,21.19,1.290292514,3.0535293722802077,NA,0.2548689477073023
Ibera10,25,NotPreg,NA,19.343,0.424207651,2.9623305969199607,NA,-0.8575322007105768
Ibera10,26,NotPreg,NA,30.984,0.209957565,3.433470942212451,NA,-1.5608498401124216
Ibera10,27,NotPreg,NA,25.47,0.467719841,3.2375012889913655,NA,-0.7598857926570539
Ibera10,28,NotPreg,NA,34.901,0.757207374,3.5525154820930127,NA,-0.2781181211840871
Ibera10,29,NotPreg,NA,24.305,0.834310543,3.1906820904974187,NA,-0.18114959221280544
Ibera10,32,NotPreg,NA,25.811,1.279912612,3.2508007576525744,NA,0.2467918037258952
Ibera10,33,NotPreg,NA,30.054,0.693589918,3.402995763603535,NA,-0.3658743893769287
Ibera10,34,NotPreg,NA,13.341,0.849938414,2.590842000196669,NA,-0.1625913862403483
Ibera10,35,NotPreg,NA,49.463,0.260901629,3.9012249153286334,NA,-1.3436118430873865
Ibera10,36,NotPreg,NA,24.737,0.27524042,3.208300098496016,NA,-1.2901103087080252
Ibera10,37,NotPreg,NA,21.088,0.71474239,3.048704158320097,NA,-0.3358330949157949
Ibera10,38,NotPreg,NA,17.138,1.06186401,2.841298220246927,NA,0.06002586377307982
Ibera10,39,NotPreg,NA,40.483,1.8637097,3.7008821329050865,NA,0.6225689637912653
Ibera10,40,NotPreg,NA,21.137,0.236663403,3.0510250593026997,NA,-1.4411163878508155
Ibera10,41,NotPreg,NA,18.715,0.709514467,2.9293253413563924,NA,-0.34317439217413565
Ibera10,42,NotPreg,NA,19.24,0.433817118,2.9569914452375605,NA,-0.8351322207869984
Ibera10,43,NotPreg,NA,27.175,0.501546316,3.302297433007273,NA,-0.6900593209094069
Ibera10,46,NotPreg,NA,10.422,0.630822844,2.343918956487023,NA,-0.46073021021796856
Ibera10,47,NotPreg,NA,35.281,0.793613988,3.56334457540809,NA,-0.2311580971587457
Ibera10,48,NotPreg,NA,14.085,0.8510643,2.645110401328336,NA,-0.16126759509627492
Ibera10,49,NotPreg,NA,43.086,2.758977994,3.7631981183562355,NA,1.0148603191250507
Ibera10,50,NotPreg,NA,10.629,1.01429048,2.3635861145514445,NA,0.014189333572467485
Ibera10,51,NotPreg,NA,13.542,2.04409025,2.605795967063454,NA,0.7149528249870678
Ibera10,52,NotPreg,NA,16.272,1.432838145,2.789445839306204,NA,0.35965719410680475
Ibera10,53,NotPreg,NA,13.879,0.566794186,2.630376906373703,NA,-0.5677590288046713
Ibera10,54,NotPreg,NA,14.833,0.682007711,2.6968544283414753,NA,-0.38271431475097945
Ibera10,55,NotPreg,NA,49.446,0.368916392,3.9008811650093014,NA,-0.9971852405605234
Ibera10,56,NotPreg,NA,20.438,0.643294535,3.0173959131900174,NA,-0.441152595860089
Ibera10,57,NotPreg,NA,20.623,1.859359199,3.02640695782191,NA,0.6202319116989424
Ibera10,60,NotPreg,NA,12.557,1.435650713,2.530278279006827,NA,0.3616182049669178
Ibera10,61,NotPreg,NA,35.539,1.029915049,3.5706306850205705,NA,0.02947632214112528
Ibera10,62,NotPreg,NA,11.565,1.262572913,2.4479832956834024,NA,0.23315163337103217
Ibera10,63,NotPreg,NA,28.21,0.414546484,3.339676525013905,NA,-0.880570165941826
Ibera10,64,NotPreg,NA,55.383,2.895625541,4.014272687456542,NA,1.0632011640223433
Ibera10,65,NotPreg,NA,21.744,0.386713479,3.0793378574087877,NA,-0.9500712244984687
Itati02,3,PregSuccess,NA,11.13,NA,2.4096441652874536,NA,NA
Itati02,4,PregSuccess,NA,12.484,NA,2.524447824408533,NA,NA
Itati02,5,PregSuccess,NA,23.951,NA,3.1760100766387094,NA,NA
Itati02,6,PregSuccess,NA,67.987,NA,4.219316510428968,NA,NA
Itati02,7,PregSuccess,NA,27.031,NA,3.2969843555344713,NA,NA
Itati02,10,PregSuccess,NA,100.369,NA,4.608853394639681,NA,NA
Itati02,14,PregSuccess,NA,66.591,NA,4.1985694332796335,NA,NA
Itati02,17,PregSuccess,NA,24.74,NA,3.208421366964342,NA,NA
Itati02,20,PregSuccess,NA,14.834,NA,2.6969218433143665,NA,NA
Itati02,24,PregSuccess,NA,35.927,NA,3.5814891019534123,NA,NA
Itati02,31,PregSuccess,NA,35.483,NA,3.5690537085455256,NA,NA
Itati02,38,PregSuccess,NA,21.232,NA,3.0555094775898515,NA,NA
Itati02,43,PregSuccess,NA,11.907,NA,2.477126462469038,NA,NA
Itati02,45,PregSuccess,NA,41.744,NA,3.7315557283943726,NA,NA
Itati02,49,PregSuccess,NA,56.418,NA,4.032788256522995,NA,NA
Itati02,52,PregSuccess,NA,11.471,NA,2.4398221112991307,NA,NA
Itati02,57,PregSuccess,NA,12.477,NA,2.5238869494288845,NA,NA
Itati02,59,PregSuccess,NA,18.061,NA,2.8937549174415267,NA,NA
Janet04,2,PregLost,67.227,378.81,0.405,5.937034760118698,4.208074952549123,-0.9038682118755978
Janet04,3,PregLost,86.082,281.083,0.333677991,5.638649999385013,4.455300330344308,-1.0975788498500039
Janet04,4,PregLost,99.075,285.694,0.485929893,5.65492130796615,4.5958771390764985,-0.7216909185735402
Janet04,11,PregLost,72.174,325.207,0.605760485,5.7844619026572435,4.279079870239991,-0.5012706103143786
Janet04,18,PregLost,91.993,364.327,0.914271985,5.8980518160087545,4.521712487197759,-0.08962717520868455
Janet04,32,PregLost,98.35,379.202,0.47918552,5.938069044628561,4.5885325448350684,-0.7356674496658218
Janet04,39,PregLost,72.901,303.397,0.771798561,5.715042178928829,4.289102356341655,-0.25903169435301815
Janet04,48,PregLost,83.773,193.351,0.938279362,5.2645071900078655,4.428110759867792,-0.06370754702554561
Janet04,53,PregLost,67.237,60.137,0.153470825,4.0966252927112325,4.208223691245257,-1.874244795166134
Kim09,24,PregSuccess,167.441,28.672,1.89408104,3.35592103679252,5.120631050408491,0.6387337815993088
Kim09,26,PregSuccess,151.663,33.875,1.007042896,3.522677279199865,5.021660954166425,0.007018210644456988
Kim09,29,PregSuccess,141.124,21.571,0.82555019,3.0713498200125797,4.949638936527981,-0.19170521795472484
Kim09,31,PregSuccess,162.905,31.266,1.797813346,3.4425312451551324,5.0931672088140605,0.5865711186472404
Kim09,33,PregSuccess,114.43,29.618,2.272816838,3.3883822846153113,4.739963282329623,0.8210199600133269
Kim09,35,PregSuccess,200.659,40.188,3.293058233,3.6935684436000678,5.301606949930778,1.1918166871127556
Kim09,38,PregSuccess,200.257,49.434,3.3110004,3.900638446561508,5.29960154164213,1.197250379374525
Kim09,40,PregSuccess,172.846,31.911,0.549527108,3.4629507779376376,5.15240102464774,-0.5986971742351408
Kim09,42,PregSuccess,182.093,32.651,0.923292309,3.4858754831247794,5.204517545577358,-0.07980940014185527
Kim09,45,PregSuccess,176.765,27.909,3.573857872,3.3289492174545314,5.174821166805218,1.2736456487388894
Kim09,47,PregSuccess,196.865,37.505,2.801760089,3.6244742574216,5.282518214639063,1.0302478229072003
Kim09,49,PregSuccess,150.676,26.126,2.372589805,3.2629309870643715,5.0151318361481465,0.8639821032618499
Kim09,52,PregSuccess,159.704,19.668,0.890713375,2.978992949549693,5.073322101870352,-0.11573259237772554
Kim09,54,PregSuccess,281.916,28.742,1.03815989,3.358359467652055,5.641609154224911,0.037449809490139783
Kim09,56,PregSuccess,178.252,27.003,1.702582649,3.295947970943058,5.183198279427813,0.5321463035313627
Kim09,59,PregSuccess,205.598,48.628,0.731237324,3.8841994966935474,5.325922805907237,-0.3130172152871732
Louise02,1,PregSuccess,NA,26.121,NA,3.262739588514588,NA,NA
Louise02,3,PregSuccess,NA,48.679,NA,3.8852477255911566,NA,NA
Louise02,6,PregSuccess,NA,37.996,NA,3.637480891027936,NA,NA
Louise02,8,PregSuccess,NA,61.764,NA,4.123320670458618,NA,NA
Louise02,9,PregSuccess,NA,72.44,NA,4.282758633015213,NA,NA
Louise02,10,PregSuccess,NA,72.717,NA,4.286575194892836,NA,NA
Louise02,13,PregSuccess,NA,60.633,NA,4.104839299314742,NA,NA
Louise02,14,PregSuccess,NA,51.73,NA,3.9460378840154235,NA,NA
Louise02,15,PregSuccess,NA,74.48,NA,4.310530632968812,NA,NA
Louise02,16,PregSuccess,NA,99.87,NA,4.603869340255043,NA,NA
